YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2023-12,WEEKDAY,13,TRAIN,NS15,15672,13417
2023-12,WEEKDAY,21,TRAIN,TE19,6021,1224
2023-12,WEEKENDS/HOLIDAY,21,TRAIN,TE19,1406,1009
2023-12,WEEKENDS/HOLIDAY,6,TRAIN,EW19,3008,1464
2023-12,WEEKDAY,6,TRAIN,EW19,12158,6258
2023-12,WEEKDAY,6,TRAIN,EW2/DT32,39002,18612
2023-12,WEEKENDS/HOLIDAY,6,TRAIN,EW2/DT32,9235,5226
2023-12,WEEKENDS/HOLIDAY,22,TRAIN,NS2,6028,14022
2023-12,WEEKDAY,22,TRAIN,NS2,9719,25563
2023-12,WEEKENDS/HOLIDAY,9,TRAIN,NS11,25917,10261
2023-12,WEEKDAY,9,TRAIN,NS11,50006,19286
2023-12,WEEKDAY,14,TRAIN,DT31,5010,5525
2023-12,WEEKENDS/HOLIDAY,14,TRAIN,DT31,3865,3696
2023-12,WEEKENDS/HOLIDAY,22,TRAIN,NE17/PTC,11138,20150
2023-12,WEEKDAY,22,TRAIN,NE17/PTC,16796,35217
2023-12,WEEKDAY,6,TRAIN,TE8,2502,2395
2023-12,WEEKENDS/HOLIDAY,6,TRAIN,TE8,38,70
2023-12,WEEKDAY,12,TRAIN,NE7/DT12,33128,32704
2023-12,WEEKENDS/HOLIDAY,12,TRAIN,NE7/DT12,19698,29692
2023-12,WEEKDAY,8,TRAIN,PE4,2902,986
2023-12,WEEKENDS/HOLIDAY,8,TRAIN,PE4,792,420
2023-12,WEEKENDS/HOLIDAY,15,TRAIN,DT34,2096,1862
2023-12,WEEKDAY,15,TRAIN,DT34,3552,2830
2023-12,WEEKDAY,23,TRAIN,TE1,327,1008
2023-12,WEEKENDS/HOLIDAY,23,TRAIN,TE1,207,1297
2023-12,WEEKDAY,6,TRAIN,NS8,38888,8910
2023-12,WEEKENDS/HOLIDAY,6,TRAIN,NS8,9770,3317
2023-12,WEEKENDS/HOLIDAY,0,TRAIN,SW6,28,416
2023-12,WEEKDAY,0,TRAIN,SW6,28,621
2023-12,WEEKENDS/HOLIDAY,16,TRAIN,NE8,24349,29828
2023-12,WEEKDAY,16,TRAIN,NE8,28443,29258
2023-12,WEEKENDS/HOLIDAY,11,TRAIN,EW9,13152,10518
2023-12,WEEKDAY,11,TRAIN,EW9,15924,12088
2023-12,WEEKDAY,11,TRAIN,DT31,6336,3686
2023-12,WEEKENDS/HOLIDAY,11,TRAIN,DT31,4455,2214
2023-12,WEEKDAY,16,TRAIN,EW6,8397,11730
2023-12,WEEKENDS/HOLIDAY,16,TRAIN,EW6,5630,7037
2023-12,WEEKENDS/HOLIDAY,15,TRAIN,NE11,7511,7259
2023-12,WEEKDAY,15,TRAIN,NE11,13937,11459
2023-12,WEEKENDS/HOLIDAY,10,TRAIN,SE5,1882,647
2023-12,WEEKDAY,10,TRAIN,SE5,2801,1202
2023-12,WEEKENDS/HOLIDAY,16,TRAIN,BP6/DT1,21372,22674
2023-12,WEEKDAY,16,TRAIN,BP6/DT1,27737,38025
2023-12,WEEKDAY,14,TRAIN,CC24,16276,17341
2023-12,WEEKENDS/HOLIDAY,14,TRAIN,CC24,4462,3048
2023-12,WEEKENDS/HOLIDAY,7,TRAIN,NS18,6412,2606
2023-12,WEEKDAY,7,TRAIN,NS18,27145,9396
2023-12,WEEKENDS/HOLIDAY,20,TRAIN,NE9,8276,11526
2023-12,WEEKDAY,20,TRAIN,NE9,16847,23372
2023-12,WEEKDAY,21,TRAIN,DT27,5034,8077
2023-12,WEEKENDS/HOLIDAY,21,TRAIN,DT27,2384,4969
2023-12,WEEKDAY,21,TRAIN,CE1/DT16,82502,21401
2023-12,WEEKENDS/HOLIDAY,21,TRAIN,CE1/DT16,73561,30649
2023-12,WEEKENDS/HOLIDAY,16,TRAIN,EW29,9571,5704
2023-12,WEEKDAY,16,TRAIN,EW29,24597,5660
2023-12,WEEKENDS/HOLIDAY,8,TRAIN,TE12,781,2808
2023-12,WEEKDAY,8,TRAIN,TE12,3730,16272
2023-12,WEEKENDS/HOLIDAY,20,TRAIN,TE22,6566,6630
2023-12,WEEKDAY,20,TRAIN,TE22,5376,5333
2023-12,WEEKENDS/HOLIDAY,23,TRAIN,DT20,2075,1444
2023-12,WEEKDAY,23,TRAIN,DT20,3516,1955
2023-12,WEEKDAY,16,TRAIN,EW15,38251,18273
2023-12,WEEKENDS/HOLIDAY,16,TRAIN,EW15,12263,9137
2023-12,WEEKDAY,9,TRAIN,EW32,1692,4271
2023-12,WEEKENDS/HOLIDAY,9,TRAIN,EW32,2411,728
2023-12,WEEKDAY,10,TRAIN,TE6,11174,3224
2023-12,WEEKENDS/HOLIDAY,10,TRAIN,TE6,6883,2383
2023-12,WEEKDAY,17,TRAIN,BP7,990,1782
2023-12,WEEKENDS/HOLIDAY,17,TRAIN,BP7,336,652
2023-12,WEEKDAY,19,TRAIN,DT21,10762,8796
2023-12,WEEKENDS/HOLIDAY,19,TRAIN,DT21,4375,3217
2023-12,WEEKENDS/HOLIDAY,18,TRAIN,PE6,3510,3963
2023-12,WEEKDAY,18,TRAIN,PE6,8014,13956
2023-12,WEEKDAY,0,TRAIN,DT34,3,712
2023-12,WEEKENDS/HOLIDAY,0,TRAIN,DT34,19,672
2023-12,WEEKDAY,20,TRAIN,CC11,22000,9536
2023-12,WEEKENDS/HOLIDAY,20,TRAIN,CC11,6808,5487
2023-12,WEEKENDS/HOLIDAY,16,TRAIN,NS7,14824,11666
2023-12,WEEKDAY,16,TRAIN,NS7,18369,23400
2023-12,WEEKENDS/HOLIDAY,23,TRAIN,NS15,1474,3559
2023-12,WEEKDAY,23,TRAIN,NS15,3172,5674
2023-12,WEEKDAY,9,TRAIN,TE15,6182,11299
2023-12,WEEKENDS/HOLIDAY,9,TRAIN,TE15,2390,4378
2023-12,WEEKENDS/HOLIDAY,22,TRAIN,EW26,5018,19933
2023-12,WEEKDAY,22,TRAIN,EW26,7084,35234
2023-12,WEEKENDS/HOLIDAY,12,TRAIN,NE5,4688,6922
2023-12,WEEKDAY,12,TRAIN,NE5,9838,12955
2023-12,WEEKENDS/HOLIDAY,11,TRAIN,TE13,1951,2528
2023-12,WEEKDAY,11,TRAIN,TE13,3727,3789
2023-12,WEEKDAY,10,TRAIN,NE4/DT19,25924,62901
2023-12,WEEKENDS/HOLIDAY,10,TRAIN,NE4/DT19,16262,37574
2023-12,WEEKENDS/HOLIDAY,5,TRAIN,CC11,487,188
2023-12,WEEKDAY,5,TRAIN,CC11,1323,1026
2023-12,WEEKDAY,9,TRAIN,TE13,2401,6371
2023-12,WEEKENDS/HOLIDAY,9,TRAIN,TE13,1101,2314
2023-12,WEEKENDS/HOLIDAY,17,TRAIN,EW9,16621,19427
2023-12,WEEKDAY,17,TRAIN,EW9,30122,28916
2023-12,WEEKDAY,17,TRAIN,TE3,13655,10057
2023-12,WEEKENDS/HOLIDAY,17,TRAIN,TE3,5345,3406
2023-12,WEEKDAY,22,TRAIN,CC10/DT26,5654,13859
2023-12,WEEKENDS/HOLIDAY,22,TRAIN,CC10/DT26,3005,8101
2023-12,WEEKENDS/HOLIDAY,22,TRAIN,PE6,980,2604
2023-12,WEEKDAY,22,TRAIN,PE6,1781,4444
2023-12,WEEKENDS/HOLIDAY,9,TRAIN,TE5,2568,1011
2023-12,WEEKDAY,9,TRAIN,TE5,5328,2485
2023-12,WEEKDAY,19,TRAIN,NE7/DT12,35418,41672
2023-12,WEEKENDS/HOLIDAY,19,TRAIN,NE7/DT12,28672,25985
2023-12,WEEKENDS/HOLIDAY,19,TRAIN,DT3,2635,4169
2023-12,WEEKDAY,19,TRAIN,DT3,5156,13853
2023-12,WEEKDAY,17,TRAIN,NS2,39422,47770
2023-12,WEEKENDS/HOLIDAY,17,TRAIN,NS2,15760,17374
2023-12,WEEKENDS/HOLIDAY,0,TRAIN,TE13,23,220
2023-12,WEEKDAY,0,TRAIN,TE13,6,64
2023-12,WEEKENDS/HOLIDAY,18,TRAIN,TE18,5637,5789
2023-12,WEEKDAY,18,TRAIN,TE18,17745,13381
2023-12,WEEKENDS/HOLIDAY,23,TRAIN,EW30,100,800
2023-12,WEEKDAY,23,TRAIN,EW30,121,598
2023-12,WEEKENDS/HOLIDAY,10,TRAIN,SW7,1906,743
2023-12,WEEKDAY,10,TRAIN,SW7,3079,1086
2023-12,WEEKDAY,18,TRAIN,PE5,5864,11329
2023-12,WEEKENDS/HOLIDAY,18,TRAIN,PE5,2688,3095
2023-12,WEEKENDS/HOLIDAY,13,TRAIN,NE11,7847,7534
2023-12,WEEKDAY,13,TRAIN,NE11,12141,11173
2023-12,WEEKENDS/HOLIDAY,22,TRAIN,PW3,217,724
2023-12,WEEKDAY,22,TRAIN,PW3,453,1057
2023-12,WEEKDAY,18,TRAIN,TE12,8360,3221
2023-12,WEEKENDS/HOLIDAY,18,TRAIN,TE12,1920,1317
2023-12,WEEKDAY,20,TRAIN,SE3,981,5213
2023-12,WEEKENDS/HOLIDAY,20,TRAIN,SE3,612,2260
2023-12,WEEKENDS/HOLIDAY,12,TRAIN,DT13,6210,7540
2023-12,WEEKDAY,12,TRAIN,DT13,9237,14300
2023-12,WEEKDAY,20,TRAIN,TE3,3614,11267
2023-12,WEEKENDS/HOLIDAY,20,TRAIN,TE3,1847,4464
2023-12,WEEKDAY,23,TRAIN,NS16,8602,29683
2023-12,WEEKENDS/HOLIDAY,23,TRAIN,NS16,4899,17824
2023-12,WEEKDAY,13,TRAIN,NS27/CE2/TE20,3459,6927
2023-12,WEEKENDS/HOLIDAY,13,TRAIN,NS27/CE2/TE20,2077,3616
2023-12,WEEKENDS/HOLIDAY,0,TRAIN,NS24/NE6/CC1,1299,1097
2023-12,WEEKDAY,0,TRAIN,NS24/NE6/CC1,533,413
2023-12,WEEKDAY,14,TRAIN,BP9,1954,1426
2023-12,WEEKENDS/HOLIDAY,14,TRAIN,BP9,1078,936
2023-12,WEEKENDS/HOLIDAY,19,TRAIN,EW24/NS1,58014,43097
2023-12,WEEKDAY,19,TRAIN,EW24/NS1,127390,97720
2023-12,WEEKDAY,12,TRAIN,NS23,25010,51764
2023-12,WEEKENDS/HOLIDAY,12,TRAIN,NS23,13634,31838
2023-12,WEEKENDS/HOLIDAY,21,TRAIN,PE4,556,1102
2023-12,WEEKDAY,21,TRAIN,PE4,863,2007
2023-12,WEEKENDS/HOLIDAY,13,TRAIN,NE4/DT19,37031,43064
2023-12,WEEKDAY,13,TRAIN,NE4/DT19,73457,61307
2023-12,WEEKDAY,20,TRAIN,PE5,1703,8168
2023-12,WEEKENDS/HOLIDAY,20,TRAIN,PE5,1071,3464
2023-12,WEEKENDS/HOLIDAY,20,TRAIN,TE13,4473,2505
2023-12,WEEKDAY,20,TRAIN,TE13,5472,2212
2023-12,WEEKDAY,15,TRAIN,CC26,3417,2202
2023-12,WEEKENDS/HOLIDAY,15,TRAIN,CC26,1486,1335
2023-12,WEEKDAY,22,TRAIN,NS19,13475,36819
2023-12,WEEKENDS/HOLIDAY,22,TRAIN,NS19,8169,20661
2023-12,WEEKDAY,21,TRAIN,NS8,9525,20751
2023-12,WEEKENDS/HOLIDAY,21,TRAIN,NS8,6304,9377
2023-12,WEEKDAY,11,TRAIN,PE2,5957,2474
2023-12,WEEKENDS/HOLIDAY,11,TRAIN,PE2,3687,1621
2023-12,WEEKDAY,11,TRAIN,EW28,22059,9438
2023-12,WEEKENDS/HOLIDAY,11,TRAIN,EW28,18218,6064
2023-12,WEEKENDS/HOLIDAY,10,TRAIN,EW14/NS26,5449,13428
2023-12,WEEKDAY,10,TRAIN,EW14/NS26,17184,68322
2023-12,WEEKDAY,16,TRAIN,DT33,11012,13967
2023-12,WEEKENDS/HOLIDAY,16,TRAIN,DT33,8398,7392
2023-12,WEEKENDS/HOLIDAY,9,TRAIN,PW4,2737,1803
2023-12,WEEKDAY,9,TRAIN,PW4,5776,3232
2023-12,WEEKDAY,21,TRAIN,BP12,769,2030
2023-12,WEEKENDS/HOLIDAY,21,TRAIN,BP12,481,878
2023-12,WEEKDAY,22,TRAIN,EW16/NE3/TE17,17168,10864
2023-12,WEEKENDS/HOLIDAY,22,TRAIN,EW16/NE3/TE17,7387,6611
2023-12,WEEKENDS/HOLIDAY,7,TRAIN,SW2,1250,560
2023-12,WEEKDAY,7,TRAIN,SW2,7658,1813
2023-12,WEEKDAY,18,TRAIN,CC21,12785,23171
2023-12,WEEKENDS/HOLIDAY,18,TRAIN,CC21,6002,6350
2023-12,WEEKDAY,14,TRAIN,CC4/DT15,19222,21401
2023-12,WEEKENDS/HOLIDAY,14,TRAIN,CC4/DT15,11134,16956
2023-12,WEEKENDS/HOLIDAY,7,TRAIN,EW3,5128,3654
2023-12,WEEKDAY,7,TRAIN,EW3,29913,14953
2023-12,WEEKDAY,8,TRAIN,EW12/DT14,23134,95241
2023-12,WEEKENDS/HOLIDAY,8,TRAIN,EW12/DT14,7317,16119
2023-12,WEEKDAY,19,TRAIN,DT8,3156,4146
2023-12,WEEKENDS/HOLIDAY,19,TRAIN,DT8,1253,1844
2023-12,WEEKDAY,11,TRAIN,NE9,23938,14358
2023-12,WEEKENDS/HOLIDAY,11,TRAIN,NE9,15048,9183
2023-12,WEEKENDS/HOLIDAY,19,TRAIN,CC17/TE9,1929,2127
2023-12,WEEKDAY,19,TRAIN,CC17/TE9,5801,8142
2023-12,WEEKDAY,8,TRAIN,DT30,30009,4408
2023-12,WEEKENDS/HOLIDAY,8,TRAIN,DT30,4593,1801
2023-12,WEEKENDS/HOLIDAY,18,TRAIN,PW5,2338,3616
2023-12,WEEKDAY,18,TRAIN,PW5,2841,6628
2023-12,WEEKDAY,17,TRAIN,PE5,5942,7602
2023-12,WEEKENDS/HOLIDAY,17,TRAIN,PE5,3041,2887
2023-12,WEEKENDS/HOLIDAY,7,TRAIN,DT6,1177,1852
2023-12,WEEKDAY,7,TRAIN,DT6,6249,9975
2023-12,WEEKENDS/HOLIDAY,22,TRAIN,BP12,350,826
2023-12,WEEKDAY,22,TRAIN,BP12,458,1667
2023-12,WEEKDAY,6,TRAIN,NS16,44849,23574
2023-12,WEEKENDS/HOLIDAY,6,TRAIN,NS16,15020,7257
2023-12,WEEKENDS/HOLIDAY,13,TRAIN,NS10,21593,15361
2023-12,WEEKDAY,13,TRAIN,NS10,30805,22748
2023-12,WEEKENDS/HOLIDAY,8,TRAIN,DT8,1648,1216
2023-12,WEEKDAY,8,TRAIN,DT8,6160,5535
2023-12,WEEKENDS/HOLIDAY,21,TRAIN,CC14,1505,3249
2023-12,WEEKDAY,21,TRAIN,CC14,2381,6853
2023-12,WEEKENDS/HOLIDAY,13,TRAIN,NE10,8995,7419
2023-12,WEEKDAY,13,TRAIN,NE10,13144,12722
2023-12,WEEKENDS/HOLIDAY,5,TRAIN,EW31,419,153
2023-12,WEEKDAY,5,TRAIN,EW31,849,1322
2023-12,WEEKENDS/HOLIDAY,23,TRAIN,BP9,55,418
2023-12,WEEKDAY,23,TRAIN,BP9,77,724
2023-12,WEEKENDS/HOLIDAY,9,TRAIN,EW7,9935,6192
2023-12,WEEKDAY,9,TRAIN,EW7,21639,13488
2023-12,WEEKDAY,5,TRAIN,BP12,2801,134
2023-12,WEEKENDS/HOLIDAY,5,TRAIN,BP12,642,43
2023-12,WEEKENDS/HOLIDAY,10,TRAIN,EW26,21903,7203
2023-12,WEEKDAY,10,TRAIN,EW26,31315,9986
2023-12,WEEKENDS/HOLIDAY,6,TRAIN,TE18,21,38
2023-12,WEEKDAY,6,TRAIN,TE18,772,1676
2023-12,WEEKDAY,20,TRAIN,EW27,39452,68434
2023-12,WEEKENDS/HOLIDAY,20,TRAIN,EW27,21357,34123
2023-12,WEEKENDS/HOLIDAY,15,TRAIN,NS21/DT11,34740,35448
2023-12,WEEKDAY,15,TRAIN,NS21/DT11,48105,49687
2023-12,WEEKENDS/HOLIDAY,15,TRAIN,EW3,9030,9140
2023-12,WEEKDAY,15,TRAIN,EW3,14540,15050
2023-12,WEEKDAY,13,TRAIN,CC27,3323,5881
2023-12,WEEKENDS/HOLIDAY,13,TRAIN,CC27,879,935
2023-12,WEEKDAY,16,TRAIN,DT21,7219,6175
2023-12,WEEKENDS/HOLIDAY,16,TRAIN,DT21,4219,4022
2023-12,WEEKENDS/HOLIDAY,5,TRAIN,EW6,230,40
2023-12,WEEKDAY,5,TRAIN,EW6,951,193
2023-12,WEEKENDS/HOLIDAY,20,TRAIN,SW1,1080,1292
2023-12,WEEKDAY,20,TRAIN,SW1,2423,2686
2023-12,WEEKENDS/HOLIDAY,8,TRAIN,DT13,2786,4091
2023-12,WEEKDAY,8,TRAIN,DT13,8897,15076
2023-12,WEEKDAY,11,TRAIN,CC19/DT9,6161,7124
2023-12,WEEKENDS/HOLIDAY,11,TRAIN,CC19/DT9,4957,6335
2023-12,WEEKDAY,13,TRAIN,DT2,1817,1384
2023-12,WEEKENDS/HOLIDAY,13,TRAIN,DT2,1076,630
2023-12,WEEKDAY,20,TRAIN,EW24/NS1,114650,46317
2023-12,WEEKENDS/HOLIDAY,20,TRAIN,EW24/NS1,59429,27556
2023-12,WEEKENDS/HOLIDAY,14,TRAIN,DT18,3388,2817
2023-12,WEEKDAY,14,TRAIN,DT18,11332,10269
2023-12,WEEKENDS/HOLIDAY,18,TRAIN,EW27,30613,40627
2023-12,WEEKDAY,18,TRAIN,EW27,86744,136274
2023-12,WEEKDAY,21,TRAIN,TE1,3361,2910
2023-12,WEEKENDS/HOLIDAY,21,TRAIN,TE1,1323,2520
2023-12,WEEKENDS/HOLIDAY,23,TRAIN,NS20,2221,2051
2023-12,WEEKDAY,23,TRAIN,NS20,3773,3149
2023-12,WEEKENDS/HOLIDAY,12,TRAIN,BP11,2114,1119
2023-12,WEEKDAY,12,TRAIN,BP11,3177,1675
2023-12,WEEKENDS/HOLIDAY,13,TRAIN,DT24,2556,2053
2023-12,WEEKDAY,13,TRAIN,DT24,4231,3467
2023-12,WEEKENDS/HOLIDAY,17,TRAIN,SW5,4739,5130
2023-12,WEEKDAY,17,TRAIN,SW5,8275,11473
2023-12,WEEKENDS/HOLIDAY,17,TRAIN,CC28,2484,2339
2023-12,WEEKDAY,17,TRAIN,CC28,5512,5987
2023-12,WEEKENDS/HOLIDAY,0,TRAIN,DT29,71,844
2023-12,WEEKDAY,0,TRAIN,DT29,35,704
2023-12,WEEKDAY,22,TRAIN,CC24,6132,2332
2023-12,WEEKENDS/HOLIDAY,22,TRAIN,CC24,1434,1064
2023-12,WEEKENDS/HOLIDAY,22,TRAIN,TE1,803,2065
2023-12,WEEKDAY,22,TRAIN,TE1,1351,1919
2023-12,WEEKDAY,23,TRAIN,DT30,673,5931
2023-12,WEEKENDS/HOLIDAY,23,TRAIN,DT30,501,3516
2023-12,WEEKDAY,0,TRAIN,SE2,34,969
2023-12,WEEKENDS/HOLIDAY,0,TRAIN,SE2,32,608
2023-12,WEEKDAY,18,TRAIN,NS3,19935,53276
2023-12,WEEKENDS/HOLIDAY,18,TRAIN,NS3,9984,11996
2023-12,WEEKDAY,23,TRAIN,DT18,7358,1140
2023-12,WEEKENDS/HOLIDAY,23,TRAIN,DT18,2714,996
2023-12,WEEKDAY,23,TRAIN,CE1/DT16,51278,5535
2023-12,WEEKENDS/HOLIDAY,23,TRAIN,CE1/DT16,47006,12581
2023-12,WEEKENDS/HOLIDAY,10,TRAIN,TE3,5172,1649
2023-12,WEEKDAY,10,TRAIN,TE3,7864,2286
2023-12,WEEKENDS/HOLIDAY,9,TRAIN,SE1,2933,1010
2023-12,WEEKDAY,9,TRAIN,SE1,6267,2074
2023-12,WEEKDAY,9,TRAIN,DT3,12651,3315
2023-12,WEEKENDS/HOLIDAY,9,TRAIN,DT3,5097,2034
2023-12,WEEKDAY,17,TRAIN,PW4,5776,7856
2023-12,WEEKENDS/HOLIDAY,17,TRAIN,PW4,3359,4117
2023-12,WEEKDAY,16,TRAIN,NS25/EW13,55184,45884
2023-12,WEEKENDS/HOLIDAY,16,TRAIN,NS25/EW13,52128,46174
2023-12,WEEKENDS/HOLIDAY,9,TRAIN,TE8,3599,5173
2023-12,WEEKDAY,9,TRAIN,TE8,8184,8571
2023-12,WEEKDAY,22,TRAIN,BP8,1107,1329
2023-12,WEEKENDS/HOLIDAY,22,TRAIN,BP8,570,681
2023-12,WEEKDAY,13,TRAIN,TE13,3207,4066
2023-12,WEEKENDS/HOLIDAY,13,TRAIN,TE13,2063,2194
2023-12,WEEKENDS/HOLIDAY,12,TRAIN,PW4,3519,3132
2023-12,WEEKDAY,12,TRAIN,PW4,4932,4249
2023-12,WEEKENDS/HOLIDAY,15,TRAIN,TE13,2439,2029
2023-12,WEEKDAY,15,TRAIN,TE13,3829,3827
2023-12,WEEKENDS/HOLIDAY,21,TRAIN,NS2,7850,16544
2023-12,WEEKDAY,21,TRAIN,NS2,14778,32550
2023-12,WEEKENDS/HOLIDAY,19,TRAIN,TE8,5481,5035
2023-12,WEEKDAY,19,TRAIN,TE8,11466,14513
2023-12,WEEKDAY,11,TRAIN,PE3,6573,3844
2023-12,WEEKENDS/HOLIDAY,11,TRAIN,PE3,4464,2509
2023-12,WEEKDAY,23,TRAIN,NE8,11645,8949
2023-12,WEEKENDS/HOLIDAY,23,TRAIN,NE8,9750,5761
2023-12,WEEKDAY,5,TRAIN,NS18,3549,690
2023-12,WEEKENDS/HOLIDAY,5,TRAIN,NS18,809,140
2023-12,WEEKDAY,8,TRAIN,DT28,25150,34084
2023-12,WEEKENDS/HOLIDAY,8,TRAIN,DT28,5652,3996
2023-12,WEEKENDS/HOLIDAY,8,TRAIN,DT20,1188,2299
2023-12,WEEKDAY,8,TRAIN,DT20,8409,13847
2023-12,WEEKENDS/HOLIDAY,6,TRAIN,DT30,1999,646
2023-12,WEEKDAY,6,TRAIN,DT30,8426,1482
2023-12,WEEKDAY,15,TRAIN,CC21,8564,8031
2023-12,WEEKENDS/HOLIDAY,15,TRAIN,CC21,6436,4813
2023-12,WEEKDAY,16,TRAIN,EW22,10858,6773
2023-12,WEEKENDS/HOLIDAY,16,TRAIN,EW22,2635,3146
2023-12,WEEKENDS/HOLIDAY,17,TRAIN,TE19,1974,1441
2023-12,WEEKDAY,17,TRAIN,TE19,23794,3487
2023-12,WEEKENDS/HOLIDAY,7,TRAIN,DT10/TE11,1809,2082
2023-12,WEEKDAY,7,TRAIN,DT10/TE11,10038,7178
2023-12,WEEKDAY,18,TRAIN,DT34,13215,8140
2023-12,WEEKENDS/HOLIDAY,18,TRAIN,DT34,2681,2272
2023-12,WEEKENDS/HOLIDAY,23,TRAIN,CC6,3490,1112
2023-12,WEEKDAY,23,TRAIN,CC6,3827,1027
2023-12,WEEKENDS/HOLIDAY,17,TRAIN,NS13,30143,38648
2023-12,WEEKDAY,17,TRAIN,NS13,63551,95410
2023-12,WEEKENDS/HOLIDAY,10,TRAIN,CC8,4927,3989
2023-12,WEEKDAY,10,TRAIN,CC8,7418,5390
2023-12,WEEKDAY,22,TRAIN,TE7,1138,4911
2023-12,WEEKENDS/HOLIDAY,22,TRAIN,TE7,776,2456
2023-12,WEEKDAY,13,TRAIN,SW8,2478,3110
2023-12,WEEKENDS/HOLIDAY,13,TRAIN,SW8,1117,937
2023-12,WEEKDAY,12,TRAIN,EW22,9631,7515
2023-12,WEEKENDS/HOLIDAY,12,TRAIN,EW22,2891,2254
2023-12,WEEKENDS/HOLIDAY,14,TRAIN,BP5,1086,977
2023-12,WEEKDAY,14,TRAIN,BP5,1555,1589
2023-12,WEEKDAY,18,TRAIN,TE1,12470,5385
2023-12,WEEKENDS/HOLIDAY,18,TRAIN,TE1,2809,2553
2023-12,WEEKENDS/HOLIDAY,23,TRAIN,TE22,2115,1351
2023-12,WEEKDAY,23,TRAIN,TE22,1629,170
2023-12,WEEKDAY,9,TRAIN,PE2,7574,1882
2023-12,WEEKENDS/HOLIDAY,9,TRAIN,PE2,3608,924
2023-12,WEEKDAY,15,TRAIN,BP12,1770,1156
2023-12,WEEKENDS/HOLIDAY,15,TRAIN,BP12,1177,702
2023-12,WEEKDAY,19,TRAIN,NS10,31415,82469
2023-12,WEEKENDS/HOLIDAY,19,TRAIN,NS10,13702,22900
2023-12,WEEKDAY,16,TRAIN,SE3,1904,2903
2023-12,WEEKENDS/HOLIDAY,16,TRAIN,SE3,1628,1586
2023-12,WEEKDAY,13,TRAIN,CC14,4952,5935
2023-12,WEEKENDS/HOLIDAY,13,TRAIN,CC14,3848,3509
2023-12,WEEKENDS/HOLIDAY,11,TRAIN,NS20,20870,25118
2023-12,WEEKDAY,11,TRAIN,NS20,34596,43518
2023-12,WEEKDAY,17,TRAIN,BP4,3041,2662
2023-12,WEEKENDS/HOLIDAY,17,TRAIN,BP4,936,1000
2023-12,WEEKDAY,10,TRAIN,DT29,7630,2336
2023-12,WEEKENDS/HOLIDAY,10,TRAIN,DT29,4714,1427
2023-12,WEEKDAY,11,TRAIN,DT34,4617,2586
2023-12,WEEKENDS/HOLIDAY,11,TRAIN,DT34,2410,1163
2023-12,WEEKDAY,11,TRAIN,TE12,5027,4459
2023-12,WEEKENDS/HOLIDAY,11,TRAIN,TE12,2381,2412
2023-12,WEEKDAY,23,TRAIN,CG2,10281,7791
2023-12,WEEKENDS/HOLIDAY,23,TRAIN,CG2,7571,4070
2023-12,WEEKENDS/HOLIDAY,18,TRAIN,CG1/DT35,13308,11405
2023-12,WEEKDAY,18,TRAIN,CG1/DT35,61770,16140
2023-12,WEEKENDS/HOLIDAY,14,TRAIN,PW6,837,817
2023-12,WEEKDAY,14,TRAIN,PW6,1287,1225
2023-12,WEEKENDS/HOLIDAY,15,TRAIN,EW1,15636,14741
2023-12,WEEKDAY,15,TRAIN,EW1,20867,23051
2023-12,WEEKDAY,0,TRAIN,BP10,0,5
2023-12,WEEKENDS/HOLIDAY,10,TRAIN,SE4,2770,1480
2023-12,WEEKDAY,10,TRAIN,SE4,4315,2203
2023-12,WEEKENDS/HOLIDAY,13,TRAIN,EW11,11017,11726
2023-12,WEEKDAY,13,TRAIN,EW11,16041,17139
2023-12,WEEKENDS/HOLIDAY,11,TRAIN,SW3,1670,808
2023-12,WEEKDAY,11,TRAIN,SW3,2601,1470
2023-12,WEEKDAY,12,TRAIN,TE13,4472,3715
2023-12,WEEKENDS/HOLIDAY,12,TRAIN,TE13,2140,2670
2023-12,WEEKENDS/HOLIDAY,6,TRAIN,EW27,13962,8126
2023-12,WEEKDAY,6,TRAIN,EW27,52266,40180
2023-12,WEEKENDS/HOLIDAY,22,TRAIN,DT34,907,2209
2023-12,WEEKDAY,22,TRAIN,DT34,1649,3797
2023-12,WEEKENDS/HOLIDAY,14,TRAIN,SE1,2040,2104
2023-12,WEEKDAY,14,TRAIN,SE1,2975,3135
2023-12,WEEKDAY,7,TRAIN,TE6,24911,5122
2023-12,WEEKENDS/HOLIDAY,7,TRAIN,TE6,295,79
2023-12,WEEKDAY,23,TRAIN,CC12,613,2463
2023-12,WEEKENDS/HOLIDAY,23,TRAIN,CC12,445,1439
2023-12,WEEKDAY,20,TRAIN,CE1/DT16,82295,34317
2023-12,WEEKENDS/HOLIDAY,20,TRAIN,CE1/DT16,79223,40851
2023-12,WEEKENDS/HOLIDAY,19,TRAIN,EW7,7074,11098
2023-12,WEEKDAY,19,TRAIN,EW7,14225,32083
2023-12,WEEKENDS/HOLIDAY,9,TRAIN,DT10/TE11,3907,2544
2023-12,WEEKDAY,9,TRAIN,DT10/TE11,10297,4747
2023-12,WEEKENDS/HOLIDAY,8,TRAIN,NE4/DT19,7178,15586
