YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2024-01,WEEKENDS/HOLIDAY,17,TRAIN,DT21,5011,3787
2024-01,WEEKDAY,17,TRAIN,DT21,17877,9555
2024-01,WEEKDAY,19,TRAIN,NE12/CC13,76649,153410
2024-01,WEEKENDS/HOLIDAY,19,TRAIN,NE12/CC13,29169,35367
2024-01,WEEKDAY,6,TRAIN,EW31,5201,11627
2024-01,WEEKENDS/HOLIDAY,6,TRAIN,EW31,1560,2279
2024-01,WEEKDAY,15,TRAIN,EW7,11789,16546
2024-01,WEEKENDS/HOLIDAY,15,TRAIN,EW7,6992,7933
2024-01,WEEKENDS/HOLIDAY,17,TRAIN,NE12/CC13,34471,40122
2024-01,WEEKDAY,17,TRAIN,NE12/CC13,77014,122187
2024-01,WEEKENDS/HOLIDAY,8,TRAIN,NS21/DT11,17694,19193
2024-01,WEEKDAY,8,TRAIN,NS21/DT11,122461,142363
2024-01,WEEKENDS/HOLIDAY,0,TRAIN,NE16/STC,322,2240
2024-01,WEEKDAY,0,TRAIN,NE16/STC,588,4409
2024-01,WEEKDAY,23,TRAIN,CC23,1698,830
2024-01,WEEKENDS/HOLIDAY,23,TRAIN,CC23,567,418
2024-01,WEEKDAY,22,TRAIN,DT13,8702,8072
2024-01,WEEKENDS/HOLIDAY,22,TRAIN,DT13,3074,3374
2024-01,WEEKDAY,23,TRAIN,NE14,2795,20816
2024-01,WEEKENDS/HOLIDAY,23,TRAIN,NE14,1317,9198
2024-01,WEEKDAY,22,TRAIN,NS9/TE2,28906,66176
2024-01,WEEKENDS/HOLIDAY,22,TRAIN,NS9/TE2,15015,26856
2024-01,WEEKENDS/HOLIDAY,12,TRAIN,DT22,4715,6757
2024-01,WEEKDAY,12,TRAIN,DT22,8369,9386
2024-01,WEEKENDS/HOLIDAY,18,TRAIN,DT28,6048,6286
2024-01,WEEKDAY,18,TRAIN,DT28,42380,28970
2024-01,WEEKENDS/HOLIDAY,12,TRAIN,DT34,2506,1423
2024-01,WEEKDAY,12,TRAIN,DT34,5796,3766
2024-01,WEEKENDS/HOLIDAY,9,TRAIN,SW7,1790,600
2024-01,WEEKDAY,9,TRAIN,SW7,4643,1137
2024-01,WEEKDAY,12,TRAIN,NE17/PTC,39341,35473
2024-01,WEEKENDS/HOLIDAY,12,TRAIN,NE17/PTC,25867,21133
2024-01,WEEKENDS/HOLIDAY,19,TRAIN,NE8,28449,27314
2024-01,WEEKDAY,19,TRAIN,NE8,41028,68981
2024-01,WEEKDAY,21,TRAIN,CC24,24213,4101
2024-01,WEEKENDS/HOLIDAY,21,TRAIN,CC24,3530,1807
2024-01,WEEKDAY,12,TRAIN,EW8/CC9,41053,54427
2024-01,WEEKENDS/HOLIDAY,12,TRAIN,EW8/CC9,30590,35050
2024-01,WEEKDAY,20,TRAIN,BP5,1773,2654
2024-01,WEEKENDS/HOLIDAY,20,TRAIN,BP5,606,954
2024-01,WEEKENDS/HOLIDAY,12,TRAIN,EW15,9754,13183
2024-01,WEEKDAY,12,TRAIN,EW15,35448,39849
2024-01,WEEKENDS/HOLIDAY,7,TRAIN,SW4,742,297
2024-01,WEEKDAY,7,TRAIN,SW4,10910,1478
2024-01,WEEKENDS/HOLIDAY,22,TRAIN,DT33,1621,9435
2024-01,WEEKDAY,22,TRAIN,DT33,3679,25752
2024-01,WEEKENDS/HOLIDAY,11,TRAIN,EW24/NS1,20722,41971
2024-01,WEEKDAY,11,TRAIN,EW24/NS1,37263,66159
2024-01,WEEKENDS/HOLIDAY,21,TRAIN,NS13,19184,27098
2024-01,WEEKDAY,21,TRAIN,NS13,44867,73373
2024-01,WEEKENDS/HOLIDAY,5,TRAIN,NS13,5566,775
2024-01,WEEKDAY,5,TRAIN,NS13,28407,4229
2024-01,WEEKENDS/HOLIDAY,5,TRAIN,PW6,169,4
2024-01,WEEKDAY,5,TRAIN,PW6,750,15
2024-01,WEEKDAY,13,TRAIN,CC21,15602,9672
2024-01,WEEKENDS/HOLIDAY,13,TRAIN,CC21,5663,5795
2024-01,WEEKDAY,14,TRAIN,PE7,3792,5940
2024-01,WEEKENDS/HOLIDAY,14,TRAIN,PE7,2210,2134
2024-01,WEEKDAY,10,TRAIN,CC20,5110,3087
2024-01,WEEKENDS/HOLIDAY,10,TRAIN,CC20,3042,2324
2024-01,WEEKENDS/HOLIDAY,21,TRAIN,EW25,2535,5669
2024-01,WEEKDAY,21,TRAIN,EW25,4889,14461
2024-01,WEEKDAY,16,TRAIN,CC2,9010,4457
2024-01,WEEKENDS/HOLIDAY,16,TRAIN,CC2,3168,2521
2024-01,WEEKENDS/HOLIDAY,14,TRAIN,CC12,2566,2838
2024-01,WEEKDAY,14,TRAIN,CC12,12838,7348
2024-01,WEEKENDS/HOLIDAY,16,TRAIN,NS20,16809,12415
2024-01,WEEKDAY,16,TRAIN,NS20,65419,30646
2024-01,WEEKDAY,16,TRAIN,NS14,26881,34672
2024-01,WEEKENDS/HOLIDAY,16,TRAIN,NS14,15184,13446
2024-01,WEEKENDS/HOLIDAY,11,TRAIN,NS15,6792,3701
2024-01,WEEKDAY,11,TRAIN,NS15,20056,18199
2024-01,WEEKDAY,5,TRAIN,EW21/CC22,2391,1205
2024-01,WEEKENDS/HOLIDAY,5,TRAIN,EW21/CC22,413,85
2024-01,WEEKENDS/HOLIDAY,11,TRAIN,BP4,1107,487
2024-01,WEEKDAY,11,TRAIN,BP4,8007,2480
2024-01,WEEKENDS/HOLIDAY,11,TRAIN,NS27/CE2/TE20,1296,2348
2024-01,WEEKDAY,11,TRAIN,NS27/CE2/TE20,4937,5024
2024-01,WEEKENDS/HOLIDAY,9,TRAIN,NS17/CC15,18690,12022
2024-01,WEEKDAY,9,TRAIN,NS17/CC15,68112,31581
2024-01,WEEKDAY,6,TRAIN,EW10,21362,4375
2024-01,WEEKENDS/HOLIDAY,6,TRAIN,EW10,4232,1277
2024-01,WEEKDAY,8,TRAIN,NS28,2435,3555
2024-01,WEEKENDS/HOLIDAY,8,TRAIN,NS28,377,1330
2024-01,WEEKENDS/HOLIDAY,7,TRAIN,EW33,2943,3093
2024-01,WEEKDAY,7,TRAIN,EW33,12545,17102
2024-01,WEEKDAY,18,TRAIN,BP12,3641,8068
2024-01,WEEKENDS/HOLIDAY,18,TRAIN,BP12,831,856
2024-01,WEEKENDS/HOLIDAY,0,TRAIN,EW14/NS26,214,58
2024-01,WEEKDAY,0,TRAIN,EW14/NS26,681,154
2024-01,WEEKDAY,0,TRAIN,CG2,176,492
2024-01,WEEKENDS/HOLIDAY,0,TRAIN,CG2,73,125
2024-01,WEEKDAY,16,TRAIN,NE5,14527,13772
2024-01,WEEKENDS/HOLIDAY,16,TRAIN,NE5,6003,6791
2024-01,WEEKENDS/HOLIDAY,11,TRAIN,NE16/STC,24430,17420
2024-01,WEEKDAY,11,TRAIN,NE16/STC,43489,30283
2024-01,WEEKDAY,9,TRAIN,TE6,20606,4752
2024-01,WEEKENDS/HOLIDAY,9,TRAIN,TE6,6432,2269
2024-01,WEEKENDS/HOLIDAY,13,TRAIN,EW9,13075,11417
2024-01,WEEKDAY,13,TRAIN,EW9,27656,18463
2024-01,WEEKENDS/HOLIDAY,8,TRAIN,TE5,2159,1139
2024-01,WEEKDAY,8,TRAIN,TE5,16778,6618
2024-01,WEEKENDS/HOLIDAY,17,TRAIN,CC6,8965,27192
2024-01,WEEKDAY,17,TRAIN,CC6,13473,39634
2024-01,WEEKDAY,8,TRAIN,NE8,38989,44883
2024-01,WEEKENDS/HOLIDAY,8,TRAIN,NE8,7425,9634
2024-01,WEEKDAY,20,TRAIN,CC7,5309,10092
2024-01,WEEKENDS/HOLIDAY,20,TRAIN,CC7,2060,3694
2024-01,WEEKDAY,20,TRAIN,NS3,11326,34642
2024-01,WEEKENDS/HOLIDAY,20,TRAIN,NS3,4674,10879
2024-01,WEEKENDS/HOLIDAY,10,TRAIN,SE3,2011,679
2024-01,WEEKDAY,10,TRAIN,SE3,4037,1076
2024-01,WEEKENDS/HOLIDAY,9,TRAIN,EW16/NE3/TE17,7017,9178
2024-01,WEEKDAY,9,TRAIN,EW16/NE3/TE17,28115,78020
2024-01,WEEKENDS/HOLIDAY,18,TRAIN,NE16/STC,22922,29264
2024-01,WEEKDAY,18,TRAIN,NE16/STC,71368,156565
2024-01,WEEKENDS/HOLIDAY,12,TRAIN,TE3,5413,1978
2024-01,WEEKDAY,12,TRAIN,TE3,10225,7053
2024-01,WEEKENDS/HOLIDAY,5,TRAIN,EW15,209,38
2024-01,WEEKDAY,5,TRAIN,EW15,986,668
2024-01,WEEKDAY,18,TRAIN,NS7,41012,51559
2024-01,WEEKENDS/HOLIDAY,18,TRAIN,NS7,17480,13228
2024-01,WEEKENDS/HOLIDAY,0,TRAIN,NS15,204,762
2024-01,WEEKDAY,0,TRAIN,NS15,510,1545
2024-01,WEEKENDS/HOLIDAY,15,TRAIN,NS15,6564,5631
2024-01,WEEKDAY,15,TRAIN,NS15,35771,15955
2024-01,WEEKENDS/HOLIDAY,22,TRAIN,DT7,690,1189
2024-01,WEEKDAY,22,TRAIN,DT7,1606,3232
2024-01,WEEKDAY,15,TRAIN,PW4,4211,6304
2024-01,WEEKENDS/HOLIDAY,15,TRAIN,PW4,3130,3151
2024-01,WEEKDAY,22,TRAIN,TE4,3204,3314
2024-01,WEEKENDS/HOLIDAY,22,TRAIN,TE4,1516,1302
2024-01,WEEKENDS/HOLIDAY,15,TRAIN,EW23,21946,22245
2024-01,WEEKDAY,15,TRAIN,EW23,53130,48429
2024-01,WEEKDAY,20,TRAIN,NE8,39950,41055
2024-01,WEEKENDS/HOLIDAY,20,TRAIN,NE8,28624,18049
2024-01,WEEKDAY,19,TRAIN,EW33,7753,7425
2024-01,WEEKENDS/HOLIDAY,19,TRAIN,EW33,2481,2732
2024-01,WEEKDAY,8,TRAIN,TE16,12839,13866
2024-01,WEEKENDS/HOLIDAY,8,TRAIN,TE16,1886,1398
2024-01,WEEKDAY,6,TRAIN,CC16,9552,4142
2024-01,WEEKENDS/HOLIDAY,6,TRAIN,CC16,1346,667
2024-01,WEEKDAY,13,TRAIN,TE4,4120,3626
2024-01,WEEKENDS/HOLIDAY,13,TRAIN,TE4,2273,1945
2024-01,WEEKENDS/HOLIDAY,11,TRAIN,BP12,1558,703
2024-01,WEEKDAY,11,TRAIN,BP12,2694,1153
2024-01,WEEKENDS/HOLIDAY,13,TRAIN,NE17/PTC,26155,23761
2024-01,WEEKDAY,13,TRAIN,NE17/PTC,43474,45549
2024-01,WEEKENDS/HOLIDAY,7,TRAIN,BP5,669,435
2024-01,WEEKDAY,7,TRAIN,BP5,7007,3915
2024-01,WEEKDAY,8,TRAIN,SW6,12931,3237
2024-01,WEEKENDS/HOLIDAY,8,TRAIN,SW6,1966,621
2024-01,WEEKDAY,16,TRAIN,EW4,19034,16430
2024-01,WEEKENDS/HOLIDAY,16,TRAIN,EW4,7450,7139
2024-01,WEEKENDS/HOLIDAY,14,TRAIN,CC2,2339,2935
2024-01,WEEKDAY,14,TRAIN,CC2,4997,7743
2024-01,WEEKDAY,12,TRAIN,NE14,32006,21577
2024-01,WEEKENDS/HOLIDAY,12,TRAIN,NE14,18090,11259
2024-01,WEEKENDS/HOLIDAY,20,TRAIN,NE4/DT19,44460,19560
2024-01,WEEKDAY,20,TRAIN,NE4/DT19,98526,42396
2024-01,WEEKDAY,0,TRAIN,SE5,52,434
2024-01,WEEKENDS/HOLIDAY,0,TRAIN,SE5,20,201
2024-01,WEEKENDS/HOLIDAY,23,TRAIN,EW6,640,3054
2024-01,WEEKDAY,23,TRAIN,EW6,1495,7712
2024-01,WEEKENDS/HOLIDAY,12,TRAIN,CC4/DT15,5067,12175
2024-01,WEEKDAY,12,TRAIN,CC4/DT15,19593,31061
2024-01,WEEKENDS/HOLIDAY,15,TRAIN,NE4/DT19,42965,37606
2024-01,WEEKDAY,15,TRAIN,NE4/DT19,69589,59554
2024-01,WEEKENDS/HOLIDAY,8,TRAIN,SW1,948,756
2024-01,WEEKDAY,8,TRAIN,SW1,4826,8273
2024-01,WEEKENDS/HOLIDAY,9,TRAIN,NS10,23000,9797
2024-01,WEEKDAY,9,TRAIN,NS10,65594,26795
2024-01,WEEKDAY,7,TRAIN,DT33,75823,30803
2024-01,WEEKENDS/HOLIDAY,7,TRAIN,DT33,6276,3028
2024-01,WEEKENDS/HOLIDAY,0,TRAIN,DT24,22,240
2024-01,WEEKDAY,0,TRAIN,DT24,32,403
2024-01,WEEKENDS/HOLIDAY,0,TRAIN,NS18,118,736
2024-01,WEEKDAY,0,TRAIN,NS18,272,1753
2024-01,WEEKDAY,22,TRAIN,NS24/NE6/CC1,40554,11877
2024-01,WEEKENDS/HOLIDAY,22,TRAIN,NS24/NE6/CC1,14173,5168
2024-01,WEEKDAY,21,TRAIN,EW3,10940,24368
2024-01,WEEKENDS/HOLIDAY,21,TRAIN,EW3,4274,8665
2024-01,WEEKDAY,21,TRAIN,CG1/DT35,19958,2913
2024-01,WEEKENDS/HOLIDAY,21,TRAIN,CG1/DT35,8995,1789
2024-01,WEEKDAY,13,TRAIN,NS21/DT11,57076,69296
2024-01,WEEKENDS/HOLIDAY,13,TRAIN,NS21/DT11,31839,31777
2024-01,WEEKENDS/HOLIDAY,17,TRAIN,TE12,1909,1087
2024-01,WEEKDAY,17,TRAIN,TE12,15073,3499
2024-01,WEEKENDS/HOLIDAY,7,TRAIN,CC23,737,2310
2024-01,WEEKDAY,7,TRAIN,CC23,4183,40344
2024-01,WEEKENDS/HOLIDAY,16,TRAIN,SW1,1364,908
2024-01,WEEKDAY,16,TRAIN,SW1,5729,2601
2024-01,WEEKDAY,20,TRAIN,NE15,11073,39750
2024-01,WEEKENDS/HOLIDAY,20,TRAIN,NE15,4885,12258
2024-01,WEEKENDS/HOLIDAY,13,TRAIN,EW29,5481,4100
2024-01,WEEKDAY,13,TRAIN,EW29,8590,7103
2024-01,WEEKDAY,13,TRAIN,EW30,1239,1160
2024-01,WEEKENDS/HOLIDAY,13,TRAIN,EW30,1027,492
2024-01,WEEKDAY,7,TRAIN,EW32,6527,35621
2024-01,WEEKENDS/HOLIDAY,7,TRAIN,EW32,2664,5434
2024-01,WEEKDAY,7,TRAIN,NE14,103198,44109
2024-01,WEEKENDS/HOLIDAY,7,TRAIN,NE14,10146,4806
2024-01,WEEKDAY,13,TRAIN,SE3,4630,3453
2024-01,WEEKENDS/HOLIDAY,13,TRAIN,SE3,1650,1350
2024-01,WEEKENDS/HOLIDAY,20,TRAIN,EW30,949,1422
2024-01,WEEKDAY,20,TRAIN,EW30,7152,1472
2024-01,WEEKDAY,12,TRAIN,NS17/CC15,44169,41544
2024-01,WEEKENDS/HOLIDAY,12,TRAIN,NS17/CC15,23689,18415
2024-01,WEEKDAY,15,TRAIN,EW26,25733,25888
2024-01,WEEKENDS/HOLIDAY,15,TRAIN,EW26,13449,12567
2024-01,WEEKENDS/HOLIDAY,17,TRAIN,TE13,1963,1518
2024-01,WEEKDAY,17,TRAIN,TE13,9376,4203
2024-01,WEEKENDS/HOLIDAY,9,TRAIN,EW23,20276,16114
2024-01,WEEKDAY,9,TRAIN,EW23,58829,58037
2024-01,WEEKENDS/HOLIDAY,21,TRAIN,DT34,806,2413
2024-01,WEEKDAY,21,TRAIN,DT34,3018,5461
2024-01,WEEKENDS/HOLIDAY,20,TRAIN,DT5,4287,6840
2024-01,WEEKDAY,20,TRAIN,DT5,13557,19039
2024-01,WEEKENDS/HOLIDAY,15,TRAIN,DT22,5728,6119
2024-01,WEEKDAY,15,TRAIN,DT22,7899,8679
2024-01,WEEKDAY,21,TRAIN,CC27,5868,1120
2024-01,WEEKENDS/HOLIDAY,21,TRAIN,CC27,848,331
2024-01,WEEKDAY,15,TRAIN,SE4,3046,4288
2024-01,WEEKENDS/HOLIDAY,15,TRAIN,SE4,1715,1667
2024-01,WEEKDAY,19,TRAIN,PW6,1212,4058
2024-01,WEEKENDS/HOLIDAY,19,TRAIN,PW6,514,756
2024-01,WEEKDAY,8,TRAIN,NE10,46840,39756
2024-01,WEEKENDS/HOLIDAY,8,TRAIN,NE10,5595,4526
2024-01,WEEKDAY,15,TRAIN,NS5,21421,27789
2024-01,WEEKENDS/HOLIDAY,15,TRAIN,NS5,11218,13191
2024-01,WEEKENDS/HOLIDAY,11,TRAIN,DT13,5442,7105
2024-01,WEEKDAY,11,TRAIN,DT13,10239,16206
2024-01,WEEKENDS/HOLIDAY,20,TRAIN,DT27,2314,4301
2024-01,WEEKDAY,20,TRAIN,DT27,8664,11012
2024-01,WEEKENDS/HOLIDAY,20,TRAIN,SW3,396,1291
2024-01,WEEKDAY,20,TRAIN,SW3,865,4008
2024-01,WEEKDAY,14,TRAIN,EW16/NE3/TE17,31522,38394
2024-01,WEEKENDS/HOLIDAY,14,TRAIN,EW16/NE3/TE17,11714,8553
2024-01,WEEKENDS/HOLIDAY,19,TRAIN,EW26,11071,17781
2024-01,WEEKDAY,19,TRAIN,EW26,29075,85340
2024-01,WEEKDAY,6,TRAIN,BP3,15065,1165
2024-01,WEEKENDS/HOLIDAY,6,TRAIN,BP3,1280,227
2024-01,WEEKDAY,13,TRAIN,EW12/DT14,70658,74500
2024-01,WEEKENDS/HOLIDAY,13,TRAIN,EW12/DT14,32574,51332
2024-01,WEEKDAY,8,TRAIN,CG2,16261,36559
2024-01,WEEKENDS/HOLIDAY,8,TRAIN,CG2,6511,8965
2024-01,WEEKENDS/HOLIDAY,20,TRAIN,NE13,7195,10233
2024-01,WEEKDAY,20,TRAIN,NE13,19315,31522
2024-01,WEEKDAY,19,TRAIN,NS17/CC15,59586,97546
2024-01,WEEKENDS/HOLIDAY,19,TRAIN,NS17/CC15,17083,20004
2024-01,WEEKENDS/HOLIDAY,14,TRAIN,TE8,5743,4368
2024-01,WEEKDAY,14,TRAIN,TE8,7935,8844
2024-01,WEEKDAY,23,TRAIN,CC17/TE9,756,2737
2024-01,WEEKENDS/HOLIDAY,23,TRAIN,CC17/TE9,340,1294
2024-01,WEEKENDS/HOLIDAY,10,TRAIN,DT18,1404,3341
2024-01,WEEKDAY,10,TRAIN,DT18,5069,27842
2024-01,WEEKDAY,19,TRAIN,EW23,71108,98700
2024-01,WEEKENDS/HOLIDAY,19,TRAIN,EW23,19877,24401
2024-01,WEEKDAY,14,TRAIN,EW15,32252,30200
2024-01,WEEKENDS/HOLIDAY,14,TRAIN,EW15,12105,9703
2024-01,WEEKDAY,23,TRAIN,EW12/DT14,23870,15550
2024-01,WEEKENDS/HOLIDAY,23,TRAIN,EW12/DT14,11782,7044
2024-01,WEEKDAY,10,TRAIN,NS4/BP1,30510,22662
2024-01,WEEKENDS/HOLIDAY,10,TRAIN,NS4/BP1,16526,11946
2024-01,WEEKDAY,22,TRAIN,NS5,9094,33354
2024-01,WEEKENDS/HOLIDAY,22,TRAIN,NS5,4228,13241
2024-01,WEEKDAY,22,TRAIN,SE3,442,4567
2024-01,WEEKENDS/HOLIDAY,22,TRAIN,SE3,289,1824
2024-01,WEEKDAY,7,TRAIN,NS15,41546,77873
2024-01,WEEKENDS/HOLIDAY,7,TRAIN,NS15,5712,5125
2024-01,WEEKDAY,12,TRAIN,EW30,2224,1183
2024-01,WEEKENDS/HOLIDAY,12,TRAIN,EW30,1385,608
2024-01,WEEKDAY,12,TRAIN,NE11,11668,12235
2024-01,WEEKENDS/HOLIDAY,12,TRAIN,NE11,7624,6560
2024-01,WEEKDAY,8,TRAIN,PE5,19464,3455
2024-01,WEEKENDS/HOLIDAY,8,TRAIN,PE5,3331,985
2024-01,WEEKENDS/HOLIDAY,14,TRAIN,TE19,1528,1273
2024-01,WEEKDAY,14,TRAIN,TE19,5449,6933
2024-01,WEEKDAY,19,TRAIN,TE19,26776,3943
2024-01,WEEKENDS/HOLIDAY,19,TRAIN,TE19,1455,1077
2024-01,WEEKENDS/HOLIDAY,9,TRAIN,CC11,2448,7136
2024-01,WEEKDAY,9,TRAIN,CC11,8201,70812
2024-01,WEEKDAY,0,TRAIN,SE1,61,675
2024-01,WEEKENDS/HOLIDAY,0,TRAIN,SE1,53,342
2024-01,WEEKDAY,12,TRAIN,NS14,29499,19816
2024-01,WEEKENDS/HOLIDAY,12,TRAIN,NS14,16542,10735
2024-01,WEEKENDS/HOLIDAY,14,TRAIN,SE4,2051,1759
2024-01,WEEKDAY,14,TRAIN,SE4,3385,4270
2024-01,WEEKENDS/HOLIDAY,23,TRAIN,EW11,2223,4718
2024-01,WEEKDAY,23,TRAIN,EW11,5669,12153
2024-01,WEEKDAY,8,TRAIN,TE18,2921,18418
